    0.251870    0.094213
    0.254364    0.094829
    0.256858    0.095439
    0.259352    0.096042
    0.261845    0.096639
    0.264339    0.097230
    0.266833    0.097814
    0.269327    0.098392
    0.271820    0.098965
    0.274314    0.099530
    0.276808    0.100090
    0.279302    0.100644
    0.281796    0.101191
    0.284289    0.101732
    0.286783    0.102267
    0.289277    0.102795
    0.291771    0.103318
    0.294264    0.103834
    0.296758    0.104344
    0.299252    0.104847
    0.301746    0.105345
    0.304239    0.105836
    0.306733    0.106321
    0.309227    0.106800
    0.311721    0.107273
    0.314214    0.107739
    0.316708    0.108199
    0.319202    0.108653
    0.321696    0.109101
    0.324190    0.109543
    0.326683    0.109978
    0.329177    0.110407
    0.331671    0.110830
    0.334165    0.111247
    0.336658    0.111657
    0.339152    0.112061
    0.341646    0.112459
    0.344140    0.112851
    0.346633    0.113237
    0.349127    0.113616
    0.351621    0.113989
    0.354115    0.114356
    0.356608    0.114717
    0.359102    0.115071
    0.361596    0.115419
    0.364090    0.115761
    0.366584    0.116097
    0.369077    0.116427
    0.371571    0.116750
    0.374065    0.117067
    0.376559    0.117378
    0.379052    0.117683
    0.381546    0.117981
    0.384040    0.118274
    0.386534    0.118560
    0.389027    0.118840
    0.391521    0.119113
    0.394015    0.119381
    0.396509    0.119642
    0.399002    0.119897
    0.401496    0.120145
    0.403990    0.120388
    0.406484    0.120624
    0.408978    0.120854
    0.411471    0.121078
    0.413965    0.121296
    0.416459    0.121507
    0.418953    0.121713
    0.421446    0.121912
    0.423940    0.122104
    0.426434    0.122291
    0.428928    0.122471
    0.431421    0.122645
    0.433915    0.122813
    0.436409    0.122975
    0.438903    0.123130
    0.441397    0.123280
    0.443890    0.123423
    0.446384    0.123559
    0.448878    0.123690
    0.451372    0.123814
    0.453865    0.123933
    0.456359    0.124044
    0.458853    0.124150
    0.461347    0.124250
    0.463840    0.124343
    0.466334    0.124430
    0.468828    0.124511
    0.471322    0.124585
    0.473815    0.124654
    0.476309    0.124716
    0.478803    0.124772
    0.481297    0.124822
    0.483791    0.124865
    0.486284    0.124903
    0.488778    0.124934
    0.491272    0.124959
    0.493766    0.124977
    0.496259    0.124990
    0.498753    0.124996
