    0.000000    0.000000
    0.009901    0.004901
    0.019802    0.009705
    0.029703    0.014410
    0.039604    0.019018
    0.049505    0.023527
    0.059406    0.027938
    0.069307    0.032252
    0.079208    0.036467
    0.089109    0.040584
    0.099010    0.044603
    0.108911    0.048525
    0.118812    0.052348
    0.128713    0.056073
    0.138614    0.059700
    0.148515    0.063229
    0.158416    0.066660
    0.168317    0.069993
    0.178218    0.073228
    0.188119    0.076365
    0.198020    0.079404
    0.207921    0.082345
    0.217822    0.085188
    0.227723    0.087933
    0.237624    0.090579
    0.247525    0.093128
    0.257426    0.095579
    0.267327    0.097932
    0.277228    0.100186
    0.287129    0.102343
    0.297030    0.104402
    0.306931    0.106362
    0.316832    0.108225
    0.326733    0.109989
    0.336634    0.111656
    0.346535    0.113224
    0.356436    0.114695
    0.366337    0.116067
    0.376238    0.117341
    0.386139    0.118518
    0.396040    0.119596
    0.405941    0.120576
    0.415842    0.121459
    0.425743    0.122243
    0.435644    0.122929
    0.445545    0.123517
    0.455446    0.124007
    0.465347    0.124400
    0.475248    0.124694
    0.485149    0.124890
    0.495050    0.124988
    0.504950    0.124988
    0.514851    0.124890
    0.524752    0.124694
    0.534653    0.124400
    0.544554    0.124007
    0.554455    0.123517
    0.564356    0.122929
    0.574257    0.122243
    0.584158    0.121459
    0.594059    0.120576
    0.603960    0.119596
    0.613861    0.118518
    0.623762    0.117341
    0.633663    0.116067
    0.643564    0.114695
    0.653465    0.113224
    0.663366    0.111656
    0.673267    0.109989
    0.683168    0.108225
    0.693069    0.106362
    0.702970    0.104402
    0.712871    0.102343
    0.722772    0.100186
    0.732673    0.097932
    0.742574    0.095579
    0.752475    0.093128
    0.762376    0.090579
    0.772277    0.087933
    0.782178    0.085188
    0.792079    0.082345
    0.801980    0.079404
    0.811881    0.076365
    0.821782    0.073228
    0.831683    0.069993
    0.841584    0.066660
    0.851485    0.063229
    0.861386    0.059700
    0.871287    0.056073
    0.881188    0.052348
    0.891089    0.048525
    0.900990    0.044603
    0.910891    0.040584
    0.920792    0.036467
    0.930693    0.032252
    0.940594    0.027938
    0.950495    0.023527
    0.960396    0.019018
    0.970297    0.014410
    0.980198    0.009705
    0.990099    0.004901
    1.000000    0.000000
